,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,0,1,2
51,943,0.5,1.0,0.3538177502307794,0.0,0.0,0.029343047399992037,0.0,1.0,0.0,0.0
52,944,0.5,0.0,0.2615060002637478,0.25,0.1111111111111111,0.04489301019734967,1.0,0.0,0.0,1.0
53,945,0.0,0.0,0.3670051430832124,0.375,0.2222222222222222,0.5133418122566505,1.0,0.0,0.0,1.0
54,946,0.5,1.0,0.39697468497225086,0.0,0.0,0.03040857323767609,0.0,1.0,0.0,0.0
55,947,1.0,1.0,0.12963207173941713,0.5,0.1111111111111111,0.056848213999904744,0.5,0.0,1.0,0.0
56,948,1.0,1.0,0.459316893050244,0.0,0.0,0.015411575213749284,1.0,0.0,0.0,1.0
57,949,1.0,1.0,0.3274429645259132,0.0,0.0,0.014931805565640218,1.0,0.0,0.0,1.0
58,950,1.0,1.0,0.39697468497225086,0.125,0.0,0.031425107138144774,1.0,0.0,0.0,1.0
59,951,0.0,0.0,0.472504285902677,0.0,0.0,0.5121218935012878,0.0,1.0,0.0,0.0
60,952,1.0,1.0,0.2219438217064486,0.0,0.0,0.015411575213749284,1.0,0.0,0.0,1.0
61,953,0.5,1.0,0.4197547144929447,0.0,0.0,0.026350245115835676,1.0,0.0,0.0,1.0
62,954,1.0,1.0,0.2351312145588817,0.0,0.0,0.015126992566498259,1.0,0.0,0.0,1.0
63,955,1.0,0.0,0.287880785968614,0.0,0.0,0.015078195816283748,0.5,0.0,1.0,0.0
64,956,0.0,1.0,0.16919425029671634,0.25,0.2222222222222222,0.5121218935012878,0.0,1.0,0.0,0.0
65,957,0.5,0.0,0.39697468497225086,0.0,0.0,0.04098927018018883,1.0,0.0,0.0,1.0
66,958,1.0,0.0,0.2351312145588817,0.0,0.0,0.01537917417160685,0.5,0.0,1.0,0.0
67,959,0.0,1.0,0.6175656072794409,0.0,0.0,0.08275928836380983,1.0,0.0,0.0,1.0
68,960,0.0,1.0,0.4065673216405117,0.0,0.0,0.05570149036986375,0.0,1.0,0.0,0.0
69,961,0.0,0.0,0.7890017143610708,0.125,0.4444444444444444,0.5133418122566505,1.0,0.0,0.0,1.0
70,962,1.0,0.0,0.3142555716734801,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
71,963,1.0,1.0,0.2746933931161809,0.0,0.0,0.015411575213749284,1.0,0.0,0.0,1.0
72,964,1.0,0.0,0.3801925359356455,0.0,0.0,0.015468569817999833,1.0,0.0,0.0,1.0
73,965,0.0,1.0,0.37359883950942896,0.0,0.0,0.05410739813385612,0.0,1.0,0.0,0.0
74,966,0.0,0.0,0.459316893050244,0.0,0.0,0.41282050681475896,0.0,1.0,0.0,0.0
75,967,0.0,1.0,0.42634841091916126,0.0,0.0,0.41282050681475896,0.0,1.0,0.0,0.0
76,968,1.0,1.0,0.39697468497225086,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
77,969,0.0,0.0,0.7230647500989055,0.25,0.0,0.0501630592205168,1.0,0.0,0.0,1.0
78,970,0.5,1.0,0.3933799287880786,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
79,971,1.0,0.0,0.3142555716734801,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
80,972,1.0,1.0,0.07688250032968483,0.125,0.1111111111111111,0.029757819776815374,0.0,1.0,0.0,0.0
81,973,0.0,1.0,0.8813134643281023,0.125,0.0,0.4328841690069588,1.0,0.0,0.0,1.0
82,974,0.0,1.0,0.6439403929843069,0.0,0.0,0.050748620223090936,1.0,0.0,0.0,1.0
83,975,1.0,1.0,0.39697468497225086,0.0,0.0,0.015411575213749284,1.0,0.0,0.0,1.0
84,976,0.5,1.0,0.39697468497225086,0.0,0.0,0.020901209612881715,0.5,0.0,1.0,0.0
85,977,1.0,1.0,0.39697468497225086,0.125,0.0,0.028212719478023115,0.0,1.0,0.0,0.0
86,978,1.0,0.0,0.3538177502307794,0.0,0.0,0.01537917417160685,0.5,0.0,1.0,0.0
87,979,1.0,0.0,0.2351312145588817,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
88,980,1.0,0.0,0.39697468497225086,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
89,981,0.5,1.0,0.024132928919952525,0.125,0.1111111111111111,0.04489301019734967,1.0,0.0,0.0,1.0
90,982,1.0,0.0,0.287880785968614,0.125,0.0,0.027130993119267845,1.0,0.0,0.0,1.0
91,983,1.0,1.0,0.39697468497225086,0.0,0.0,0.015175789316712771,1.0,0.0,0.0,1.0
92,984,0.0,0.0,0.3538177502307794,0.125,0.2222222222222222,0.10149724044618187,1.0,0.0,0.0,1.0
93,985,1.0,1.0,0.39697468497225086,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
94,986,0.0,1.0,0.3274429645259132,0.0,0.0,0.050748620223090936,0.0,1.0,0.0,0.0
95,987,1.0,1.0,0.3274429645259132,0.0,0.0,0.015216388212891242,1.0,0.0,0.0,1.0
96,988,0.0,0.0,1.0,0.125,0.0,0.15390495017656614,1.0,0.0,0.0,1.0
97,989,1.0,1.0,0.3801925359356455,0.0,0.0,0.015468569817999833,1.0,0.0,0.0,1.0
98,990,1.0,0.0,0.2615060002637478,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,1.0
99,991,1.0,1.0,0.4329421073453778,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
100,992,0.0,0.0,0.5648160358697085,0.125,0.0,0.1082149914547131,0.0,1.0,0.0,0.0
101,993,0.5,1.0,0.3538177502307794,0.125,0.0,0.050748620223090936,1.0,0.0,0.0,1.0
102,994,1.0,1.0,0.39697468497225086,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
103,995,1.0,1.0,0.3406303573783463,0.0,0.0,0.015175789316712771,1.0,0.0,0.0,1.0
104,996,1.0,0.0,0.20875642885401557,0.125,0.1111111111111111,0.016623491302076868,0.0,1.0,0.0,0.0
105,997,1.0,1.0,0.3670051430832124,0.0,0.0,0.04396587194327397,1.0,0.0,0.0,1.0
106,998,1.0,1.0,0.2746933931161809,0.0,0.0,0.015265184963105752,0.5,0.0,1.0,0.0
107,999,1.0,1.0,0.39697468497225086,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
108,1000,1.0,1.0,0.39697468497225086,0.0,0.0,0.017005667449756914,1.0,0.0,0.0,1.0
109,1001,0.5,1.0,0.24172491098509824,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
110,1002,0.5,1.0,0.5384412501648425,0.0,0.0,0.02936744577509929,0.0,1.0,0.0,0.0
111,1003,1.0,0.0,0.39697468497225086,0.0,0.0,0.015183987170748809,0.5,0.0,1.0,0.0
112,1004,0.0,0.0,0.472504285902677,0.0,0.0,0.06183368037582086,0.0,1.0,0.0,0.0
113,1005,1.0,0.0,0.24172491098509824,0.0,0.0,0.014216054833493776,0.5,0.0,1.0,0.0
114,1006,0.0,0.0,0.8285638929183701,0.125,0.0,0.4328841690069588,1.0,0.0,0.0,1.0
115,1007,1.0,1.0,0.2351312145588817,0.125,0.0,0.028212719478023115,0.0,1.0,0.0,0.0
116,1008,1.0,1.0,0.39697468497225086,0.0,0.0,0.012565163180236457,0.0,1.0,0.0,0.0
117,1009,1.0,0.0,0.01094553606751945,0.125,0.1111111111111111,0.03259622914329302,1.0,0.0,0.0,1.0
118,1010,0.0,1.0,0.472504285902677,0.0,0.0,0.1468620176246054,0.0,1.0,0.0,0.0
119,1011,0.5,0.0,0.3801925359356455,0.125,0.0,0.050748620223090936,1.0,0.0,0.0,1.0
120,1012,0.5,0.0,0.15600685744428328,0.0,0.0,0.030741952635141623,1.0,0.0,0.0,1.0
121,1013,1.0,1.0,0.39697468497225086,0.125,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
122,1014,0.0,0.0,0.459316893050244,0.125,0.0,0.11272049299551928,0.0,1.0,0.0,0.0
123,1015,1.0,1.0,0.3670051430832124,0.0,0.0,0.014151057562208049,1.0,0.0,0.0,1.0
124,1016,1.0,1.0,0.39697468497225086,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
125,1017,1.0,0.0,0.2219438217064486,0.0,0.1111111111111111,0.031425107138144774,1.0,0.0,0.0,1.0
126,1018,1.0,1.0,0.287880785968614,0.0,0.0,0.015216388212891242,1.0,0.0,0.0,1.0
127,1019,1.0,0.0,0.39697468497225086,0.25,0.0,0.04538097769949478,0.5,0.0,1.0,0.0
128,1020,0.5,1.0,0.5516286430172754,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
129,1021,1.0,1.0,0.3142555716734801,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
130,1022,1.0,1.0,0.4197547144929447,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
131,1023,0.0,1.0,0.6966899643940393,0.0,0.0,0.055628295244541985,0.0,1.0,0.0,0.0
132,1024,1.0,0.0,0.39697468497225086,0.0,0.4444444444444444,0.04970768794751499,1.0,0.0,0.0,1.0
133,1025,1.0,1.0,0.39697468497225086,0.125,0.0,0.012565163180236457,0.0,1.0,0.0,0.0
134,1026,1.0,1.0,0.5648160358697085,0.0,0.0,0.015411575213749284,1.0,0.0,0.0,1.0
135,1027,1.0,1.0,0.3142555716734801,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,1.0
136,1028,1.0,1.0,0.34722405380456284,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,0.0
137,1029,0.5,1.0,0.3406303573783463,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
138,1030,1.0,0.0,0.3010681788210471,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
139,1031,1.0,1.0,0.5252538573124094,0.125,0.6666666666666666,0.09154270340242172,1.0,0.0,0.0,1.0
140,1032,1.0,0.0,0.12963207173941713,0.625,0.2222222222222222,0.09154270340242172,1.0,0.0,0.0,1.0
141,1033,0.0,0.0,0.4329421073453778,0.0,0.0,0.29580589980036276,1.0,0.0,0.0,1.0
142,1034,0.0,1.0,0.8021891072135039,0.125,0.3333333333333333,0.5121218935012878,0.0,1.0,0.0,0.0
143,1035,0.5,1.0,0.3670051430832124,0.0,0.0,0.050748620223090936,1.0,0.0,0.0,1.0
144,1036,0.0,1.0,0.5516286430172754,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0
145,1037,1.0,1.0,0.4065673216405117,0.375,0.0,0.03513366015444757,1.0,0.0,0.0,1.0
146,1038,0.0,1.0,0.39697468497225086,0.0,0.0,0.10122885832000206,1.0,0.0,0.0,1.0
147,1039,1.0,1.0,0.287880785968614,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
148,1040,0.0,1.0,0.39697468497225086,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0
149,1041,0.5,1.0,0.3933799287880786,0.125,0.1111111111111111,0.050748620223090936,1.0,0.0,0.0,1.0
150,1042,0.0,0.0,0.3010681788210471,0.0,0.1111111111111111,0.16231419173453318,0.0,1.0,0.0,0.0
151,1043,1.0,1.0,0.39697468497225086,0.0,0.0,0.015411575213749284,0.0,1.0,0.0,0.0
152,1044,1.0,1.0,0.7955954107872873,0.0,0.0,0.06953964070212784,1.0,0.0,0.0,1.0
153,1045,1.0,0.0,0.472504285902677,0.0,0.2222222222222222,0.023780217875537836,1.0,0.0,0.0,1.0
154,1046,1.0,1.0,0.16919425029671634,0.5,0.2222222222222222,0.061264319894317944,1.0,0.0,0.0,1.0
155,1047,1.0,1.0,0.3142555716734801,0.0,0.0,0.014736618564782174,1.0,0.0,0.0,1.0
156,1048,0.0,0.0,0.3801925359356455,0.0,0.0,0.4328841690069588,1.0,0.0,0.0,1.0
157,1049,1.0,0.0,0.3010681788210471,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,1.0
158,1050,0.0,1.0,0.5516286430172754,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0
159,1051,1.0,0.0,0.3406303573783463,0.0,0.2222222222222222,0.026887009368195294,1.0,0.0,0.0,1.0
160,1052,1.0,0.0,0.39697468497225086,0.0,0.0,0.015094396337354966,0.5,0.0,1.0,0.0
161,1053,1.0,1.0,0.0900698931821179,0.125,0.1111111111111111,0.029757819776815374,0.0,1.0,0.0,0.0
162,1054,0.5,0.0,0.3406303573783463,0.0,0.0,0.026350245115835676,1.0,0.0,0.0,1.0
163,1055,1.0,1.0,0.39697468497225086,0.0,0.0,0.013663090060062943,1.0,0.0,0.0,1.0
164,1056,0.5,1.0,0.5384412501648425,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
165,1057,1.0,0.0,0.3406303573783463,0.125,0.1111111111111111,0.04298993693898376,1.0,0.0,0.0,1.0
166,1058,0.0,1.0,0.630753000131874,0.0,0.0,0.09856123757927521,0.0,1.0,0.0,0.0
167,1059,1.0,1.0,0.2351312145588817,0.25,0.2222222222222222,0.06709553154495196,1.0,0.0,0.0,1.0
168,1060,0.0,0.0,0.39697468497225086,0.0,0.0,0.05410739813385612,0.0,1.0,0.0,0.0
169,1061,1.0,0.0,0.287880785968614,0.0,0.0,0.01749363495190202,1.0,0.0,0.0,1.0
170,1062,1.0,1.0,0.39697468497225086,0.0,0.0,0.014736618564782174,1.0,0.0,0.0,1.0
171,1063,1.0,1.0,0.3538177502307794,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,0.0
172,1064,1.0,1.0,0.3010681788210471,0.125,0.0,0.027130993119267845,1.0,0.0,0.0,1.0
173,1065,1.0,1.0,0.39697468497225086,0.0,0.0,0.014110458666029575,0.0,1.0,0.0,0.0
174,1066,1.0,1.0,0.5252538573124094,0.125,0.5555555555555556,0.061264319894317944,1.0,0.0,0.0,1.0
175,1067,0.5,0.0,0.19556903600158249,0.0,0.2222222222222222,0.0761229303346364,1.0,0.0,0.0,1.0
176,1068,0.5,0.0,0.2615060002637478,0.0,0.0,0.07173122281533045,1.0,0.0,0.0,1.0
177,1069,0.0,1.0,0.7098773572464724,0.125,0.0,0.1082149914547131,0.0,1.0,0.0,0.0
178,1070,0.5,0.0,0.472504285902677,0.0,0.3333333333333333,0.0761229303346364,1.0,0.0,0.0,1.0
179,1071,0.0,0.0,0.8417512857708032,0.0,0.2222222222222222,0.16231419173453318,0.0,1.0,0.0,0.0
180,1072,0.5,1.0,0.3933799287880786,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
181,1073,0.0,1.0,0.4856916787551101,0.125,0.1111111111111111,0.16231419173453318,0.0,1.0,0.0,0.0
182,1074,0.0,0.0,0.2351312145588817,0.125,0.0,0.10364429745562033,1.0,0.0,0.0,1.0
183,1075,1.0,1.0,0.39697468497225086,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
184,1076,0.0,0.0,0.3538177502307794,0.125,0.1111111111111111,0.4831284260198326,0.0,1.0,0.0,0.0
185,1077,0.5,1.0,0.5252538573124094,0.0,0.0,0.03122992013728673,1.0,0.0,0.0,1.0
186,1078,0.5,0.0,0.2746933931161809,0.0,0.1111111111111111,0.04098927018018883,1.0,0.0,0.0,1.0
187,1079,1.0,1.0,0.2219438217064486,0.25,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
188,1080,1.0,0.0,0.39697468497225086,1.0,0.2222222222222222,0.13575255909676823,1.0,0.0,0.0,1.0
189,1081,0.5,1.0,0.5252538573124094,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
190,1082,0.5,1.0,0.4461295001978109,0.125,0.0,0.050748620223090936,1.0,0.0,0.0,1.0
191,1083,0.0,1.0,0.39697468497225086,0.0,0.0,0.050748620223090936,1.0,0.0,0.0,1.0
192,1084,1.0,1.0,0.14941316101806673,0.125,0.1111111111111111,0.028302115124416098,1.0,0.0,0.0,1.0
193,1085,0.5,1.0,0.8021891072135039,0.0,0.0,0.024105594605968193,0.5,0.0,1.0,0.0
194,1086,0.5,1.0,0.10325728603455098,0.0,0.2222222222222222,0.06343577527886367,1.0,0.0,0.0,1.0
195,1087,1.0,1.0,0.4329421073453778,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,1.0
196,1088,0.0,1.0,0.07688250032968483,0.0,0.2222222222222222,0.2625265161540666,0.0,1.0,0.0,0.0
197,1089,1.0,0.0,0.2351312145588817,0.0,0.0,0.015175789316712771,1.0,0.0,0.0,1.0
198,1090,0.5,1.0,0.3010681788210471,0.0,0.0,0.020494635090094415,1.0,0.0,0.0,1.0
199,1091,1.0,0.0,0.39697468497225086,0.0,0.0,0.015834545444608664,1.0,0.0,0.0,1.0
200,1092,1.0,0.0,0.39697468497225086,0.0,0.0,0.030253985132996517,0.5,0.0,1.0,0.0
201,1093,1.0,1.0,0.0021099828563892918,0.0,0.2222222222222222,0.028106928123558056,1.0,0.0,0.0,1.0
202,1094,0.0,1.0,0.6175656072794409,0.125,0.0,0.4440992237022602,0.0,1.0,0.0,0.0
203,1095,0.5,0.0,0.10325728603455098,0.125,0.1111111111111111,0.050748620223090936,1.0,0.0,0.0,1.0
204,1096,0.5,1.0,0.3274429645259132,0.0,0.0,0.020494635090094415,1.0,0.0,0.0,1.0
205,1097,0.0,1.0,0.39697468497225086,0.0,0.0,0.05024445219987461,0.0,1.0,0.0,0.0
206,1098,1.0,0.0,0.459316893050244,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
207,1099,0.5,1.0,0.3142555716734801,0.0,0.0,0.020494635090094415,1.0,0.0,0.0,1.0
208,1100,0.0,0.0,0.4329421073453778,0.0,0.0,0.05410739813385612,0.0,1.0,0.0,0.0
209,1101,1.0,1.0,0.3274429645259132,0.0,0.0,0.015411575213749284,1.0,0.0,0.0,1.0
210,1102,1.0,1.0,0.4197547144929447,0.0,0.0,0.04396587194327397,1.0,0.0,0.0,1.0
211,1103,1.0,1.0,0.39697468497225086,0.0,0.0,0.013760683560491965,1.0,0.0,0.0,1.0
212,1104,0.5,1.0,0.2219438217064486,0.0,0.0,0.1434624456306609,1.0,0.0,0.0,1.0
213,1105,0.5,0.0,0.7890017143610708,0.125,0.0,0.050748620223090936,1.0,0.0,0.0,1.0
214,1106,1.0,0.0,0.4988790716075432,0.5,0.2222222222222222,0.015175789316712771,1.0,0.0,0.0,1.0
215,1107,0.0,1.0,0.5516286430172754,0.0,0.0,0.08295447536466787,1.0,0.0,0.0,1.0
216,1108,1.0,0.0,0.39697468497225086,0.0,0.0,0.01537917417160685,0.5,0.0,1.0,0.0
217,1109,0.0,1.0,0.7494395358037715,0.125,0.1111111111111111,0.32179836714362564,1.0,0.0,0.0,1.0
218,1110,0.0,0.0,0.65712778583674,0.125,0.1111111111111111,0.41282050681475896,0.0,1.0,0.0,0.0
219,1111,1.0,1.0,0.39697468497225086,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
220,1112,0.5,0.0,0.3933799287880786,0.125,0.0,0.027049600139910042,0.0,1.0,0.0,0.0
221,1113,1.0,1.0,0.2746933931161809,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0
222,1114,0.5,0.0,0.287880785968614,0.0,0.0,0.020494635090094415,1.0,0.0,0.0,1.0
223,1115,1.0,1.0,0.2746933931161809,0.0,0.0,0.015216388212891242,1.0,0.0,0.0,1.0
224,1116,0.0,0.0,0.6966899643940393,0.0,0.0,0.0535706338814965,0.0,1.0,0.0,0.0
225,1117,1.0,0.0,0.39697468497225086,0.0,0.2222222222222222,0.029757819776815374,0.0,1.0,0.0,0.0
226,1118,1.0,1.0,0.3010681788210471,0.0,0.0,0.015216388212891242,1.0,0.0,0.0,1.0
227,1119,1.0,0.0,0.39697468497225086,0.0,0.0,0.015126992566498259,0.5,0.0,1.0,0.0
228,1120,1.0,1.0,0.5318475537386259,0.0,0.0,0.029473237129564348,1.0,0.0,0.0,1.0
229,1121,0.5,1.0,0.472504285902677,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
230,1122,0.5,1.0,0.18238164314914942,0.0,0.0,0.12687155055772734,1.0,0.0,0.0,1.0
231,1123,0.0,0.0,0.2746933931161809,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0
232,1124,1.0,1.0,0.2746933931161809,0.125,0.0,0.012678957201736696,1.0,0.0,0.0,1.0
233,1125,1.0,1.0,0.39697468497225086,0.0,0.0,0.01537917417160685,0.5,0.0,1.0,0.0
234,1126,0.0,1.0,0.5120664644599763,0.125,0.0,0.13913573538264068,0.0,1.0,0.0,0.0
235,1127,1.0,1.0,0.2615060002637478,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,1.0
236,1128,0.0,1.0,0.8417512857708032,0.125,0.0,0.14687821814567664,0.0,1.0,0.0,0.0
237,1129,1.0,1.0,0.2615060002637478,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,0.0
238,1130,0.5,0.0,0.2351312145588817,0.125,0.1111111111111111,0.025374310111545468,1.0,0.0,0.0,1.0
239,1131,0.0,0.0,0.630753000131874,0.125,0.0,0.20772776566317125,0.0,1.0,0.0,0.0
240,1132,0.0,0.0,0.7230647500989055,0.0,0.0,0.05410739813385612,0.0,1.0,0.0,0.0
241,1133,0.5,0.0,0.5911908215745747,0.0,0.2222222222222222,0.05855610025741261,1.0,0.0,0.0,1.0
242,1134,0.0,1.0,0.5911908215745747,0.125,0.1111111111111111,0.2625265161540666,0.0,1.0,0.0,0.0
243,1135,1.0,1.0,0.39697468497225086,0.0,0.0,0.015395374692678068,1.0,0.0,0.0,1.0
244,1136,1.0,1.0,0.39697468497225086,0.125,0.2222222222222222,0.04577135170121086,1.0,0.0,0.0,1.0
245,1137,0.0,1.0,0.5384412501648425,0.125,0.0,0.10122885832000206,1.0,0.0,0.0,1.0
246,1138,0.5,0.0,0.287880785968614,0.0,0.0,0.04098927018018883,1.0,0.0,0.0,1.0
247,1139,0.5,1.0,0.5516286430172754,0.125,0.1111111111111111,0.06343577527886367,1.0,0.0,0.0,1.0
248,1140,0.5,0.0,0.3801925359356455,0.125,0.0,0.050748620223090936,1.0,0.0,0.0,1.0
249,1141,1.0,0.0,0.39697468497225086,0.125,0.0,0.028212719478023115,0.0,1.0,0.0,0.0
